Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure
East Asia and Pacific,China,Upper middle income,Non-IDA,2002,August,Shanghai Pudong Water,Pudong District Water Project,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility without sewerage,"Pudong District, Shanghai Municipality",50,Local/Municipal,Not Available,,Not Available,,,2002,50,246,150,396,Number of installed connections ( in thousands),550,N/A,,Not Available,Competitive bidding,3,Veolia Environnement (50% / France),Not Applicable,N/A,MIGA (Guarantee / $70 Million / 2004),No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2002,May,Tianjin Binhai New District Wastewater treatment and desalitation ,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,Tianjin City,Not Available,State/Provincial,Not Available,,Not Available,,,2002,51,100,0,100,Cubic meters per day (in thousands),400,N/A,,,Not Available,,Berlinwasser International AG (51% / Germany),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2002,August,Tianjin Wuqing Wastewater Plant,Tian Jin Shi Sheng,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Wuqing County, Tianjin Municipality",20,Local/Municipal,Not Available,,Not Available,,,2002,100,0,1,1,Cubic meters per day (in thousands),10,N/A,,,Not Available,,China Water Group Inc. (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2002,March,Xinchang Water Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Kexia Village, Chengguan Town, Xinchang County, Zhejiang Province",30,Local/Municipal,Not Available,,Not Available,,,2002,50,0,42.27,42.27,Cubic meters per day (in thousands),160,N/A,,,Not Available,,"NWS Holdings Limited (15% / Hong Kong, China), SUEZ (35% / France)",Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2002,December,Zhuhai Wastewater,Xiangzhou Wastewater Treatment Plant ,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhuhai Municipality, Guangdong Province",30,Local/Municipal,Not Available,,Not Available,,,2002,51,3,25.47,28.47,Cubic meters per day (in thousands),50,N/A,,,Not Available,,Veolia Environnement (51% / France),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,September,Beijing Lugouqiao Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,Beijing City,20,Not Available,Not Available,,Not Available,,,2003,23,0,10.23,10.23,Cubic meters per day (in thousands),100,N/A,,Not Available,Competitive bidding,3,Veolia Environnement (23% / France),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,November,Boluo County Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Boluo County, Guangdong Province",20,Local/Municipal,Not Available,,Not Available,,,2003,Not Available,0,0,Not Available,Not Available,Not Available,N/A,,Not Available,Competitive bidding,Not Available,Yintaida Group (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,November,Boluo County Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Boluo County, Guangdong Province",20,Local/Municipal,Not Available,,Not Available,,,2004,100,0,5.8,5.8,Not Available,Not Available,N/A,,Not Available,Competitive bidding,Not Available,Yintaida Group (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,December,Changle County Water Project,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility with sewerage,"Changle county, Weifang city, Shandong province",50,Local/Municipal,Not Available,,Not Available,,,2003,75,0.7,10.5,11.2,Population (in thousands),600,N/A,,,Not Available,,Salcon Bhd (100% / Malaysia),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,December,Changle County Water Project,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility with sewerage,"Changle county, Weifang city, Shandong province",50,Local/Municipal,Not Available,,Not Available,,,2005,100,0.5,0,0.5,Not Available,Not Available,N/A,,,Not Available,,Salcon Bhd (100% / Malaysia),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,July,Chihu Water Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Chihu, Zhangpu County, Fujian Province",50,Local/Municipal,Not Available,,Not Available,,,2003,100,0,4,4,Cubic meters per day (in thousands),30,N/A,,,Not Available,,"DKLS Industries Bhd (70% / Malaysia), PJI Holdings Bhd (30% / Malaysia)",Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,December,Deqing Huanzhong Producing Water Company,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Deqing County, Zhejiang Province ",25,Local/Municipal,Not Available,,Not Available,,,2003,70,0,7.95,7.95,Cubic meters per day (in thousands),60,N/A,,,Not Available,,"Globe Environmental Co. (18% / China), Darco (53% / Singapore)",Not Applicable,N/A,MIGA (Guarantee / $8 Million / 2003),No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,September,Diao Bing Shan Wastewater,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Diao Bing Shan city, Liaoning province",25,Local/Municipal,Not Available,,Not Available,,,2003,49,0,8.46,8.46,Cubic meters per day (in thousands),30,N/A,,,Not Available,,Dayen Environmental Ltd. (49% / Singapore),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,March,Gongzhuling City Water Supply ,,Greenfield project,"Build, own, and operate",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Gongzhuling City, Jilin Province",30,Local/Municipal,Not Available,,Not Available,,,2003,100,0,0,Not Available,Not Available,Not Available,N/A,,,Not Available,,Beijing Sound Environment Industry Group (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,July,Haiyang Wastewater Treatment Plant,Hai Yang ,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Haiyang, Shandong Province",22,Local/Municipal,Not Available,,Not Available,,,2003,90,0,3.6,3.6,Cubic meters per day (in thousands),18.144,N/A,,,Not Available,,China Water Group Inc. (90% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,November,Huidong County Pingshan District Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Huidong County, Guangdong Province",25,Local/Municipal,Not Available,,Not Available,,,2003,100,0,7.19,7.19,Cubic meters per day (in thousands),60,N/A,,Not Available,Competitive bidding,Not Available,Yintaida Group (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,July,Jiangsu Feng County Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,12/01/2004,Water and sewerage,Treatment plant,Sewerage treatment plant,"Feng County, Xuzhou City, Jiangsu Province",25,Local/Municipal,Not Available,,Not Available,,,2003,100,0,6.04,6.04,Cubic meters per day (in thousands),40,N/A,,,Not Available,,Chongqing Kangda Environmental Protection Co. Ltd. (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,July,Jiangsu Suyuan Water Supply,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Suyuan County, Jiangsu Province",15,Local/Municipal,Not Available,,Not Available,,,2003,80,0,12,12,Cubic meters per day (in thousands),100,N/A,,,Not Available,,Beijing Sound Environment Industry Group (80% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,June,Jinan Yuqing Water Plant,,Divestiture,Partial,Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Jinan City, Shandong Province",30,Local/Municipal,Not Available,,Not Available,,,2003,55,23.91,19.57,43.48,Cubic meters per day (in thousands),280,N/A,,,Not Available,,"Chengda International Investment Co. Ltd. (25% / China), Hong Yuan Ju Co. Ltd. (30% / China)",Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,October,Lvshun City Wastewater Treatment Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Lvshun City, Liaoning Province",20,Local/Municipal,Not Available,,Not Available,,,2003,100,5,0,5,Cubic meters per day (in thousands),60,N/A,,,Not Available,,Dalian Dongda Environmental Engineering Co. Ltd. (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,November,Qingdao Wastewater,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Qingdao city, Shandong province.",25,Local/Municipal,Not Available,,Not Available,,,2003,60,9.2,27.6,36.8,Cubic meters per day (in thousands),203.904,N/A,,,Not Available,,"Veolia Environnement (78% / France), China Everbright International (21% / China)",Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,March,Qingshanhu Wastewater Treatment Plant ,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Nanchang city, Jiangxi Province",20,Local/Municipal,Not Available,,Not Available,,,2003,80,0,28.02,28.02,Cubic meters per day (in thousands),330,N/A,,Not Available,Competitive bidding,Not Available,Berlinwasser International AG (80% / Germany),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,December,Shenzhen Water Group ,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility with sewerage,"Shenzhen City, Guangdong Province",50,Local/Municipal,Not Available,,Not Available,,,2003,24.6,0,400,400,Population (in thousands),2200,N/A,,Not Available,Competitive bidding,Not Available,Veolia Environnement (25% / France),Not Applicable,N/A,MIGA (Insurance / $40 Million / 2006),No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,May,Sihui City Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Sihui City, Guangdong Province",20,Local/Municipal,Not Available,,Not Available,,,2003,100,0,4.83,4.83,Cubic meters per day (in thousands),30,N/A,,Not Available,Competitive bidding,Not Available,Yintaida Group (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,November,Weiyuan County Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Weiyuan County, Zigong City, Sichuan Province",25,Local/Municipal,Not Available,,Not Available,,,2003,100,0,3.86,3.86,Cubic meters per day (in thousands),20,N/A,,,Not Available,,Yiqi Group (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,June,Xiamen Desalination,,Greenfield project,"Build, own, and operate",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Xiamen city, Fujian province",40,Local/Municipal,Not Available,,Not Available,,,2003,30,0,1.7,1.7,Cubic meters per day (in thousands),5,N/A,,,Not Available,,Sinomem Technology Ltd. (30% / Singapore),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,October,Xianyang Water Treatment Plant,,Greenfield project,"Build, operate, and transfer",Cancelled,06/01/2006,Water and sewerage,Treatment plant,Potable water treatment plant,"Xianyang city, Shaanxi province ",30,Local/Municipal,Not Available,,Revenue Guarantee,Not Available,,2003,100,0,24,24,Cubic meters per day (in thousands),278,N/A,,,Not Available,,"InterChina Holdings (100% / Hong Kong, China)",Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,November,Yancheng Wastewater Treatment Plant,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yancheng City, Jiangsu Province",Not Available,Local/Municipal,Not Available,,Not Available,,,2003,Not Available,0,18.12,18.12,Cubic meters per day (in thousands),50,N/A,,,Not Available,,Golden State Environment (.. / United States),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,July,Yizheng City Zhenzhou Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yizheng City, Jiangsu Province",20,Local/Municipal,Not Available,,Not Available,,,2003,60,0,5,5,Cubic meters per day (in thousands),50,N/A,,,Direct negotiation,,"Rong Group (60% / Hong Kong, China)",Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,July,Yuan He Water Treatment Plant ,Yichun (or Yi Chun) Yuan Her Water Treatment Plant ,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Yichun City, Jiangxi Province ",29,Local/Municipal,Not Available,,Not Available,,,2003,100,0,9,9,Cubic meters per day (in thousands),100,N/A,,,Not Available,,"YLI Holdings (37% / Malaysia), PBA Holdings (26% / Malaysia), Ranhill Bhd (26% / Malaysia)",Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,October,Zhenjiang City Jianbi Water Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Zhenjiang City, Jiangsu Province",50,Local/Municipal,Not Available,,Not Available,,,2003,100,3.02,0,3.02,Cubic meters per day (in thousands),25,N/A,,,Not Available,,Golden State Environment (100% / United States),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2003,May,Zhucheng Yinhe Wastewater Treatment Plant (Phase I),,Greenfield project,"Build, operate, and transfer",Active,04/01/2004,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhucheng City, Shandong Province",25,Local/Municipal,Not Available,,Not Available,,,2003,70,0,8.7,8.7,Cubic meters per day (in thousands),66,N/A,,,Not Available,,Qingdao Galaxy Group (70% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2004,May,Bei Yuan Wastewater Treatment Plant ,Beiyuan Waste Water Treatment Plant ,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Chaoyang District, Beijing Municipality",23,Local/Municipal,Not Available,,Not Available,,,2004,Not Available,0,7.08,7.08,Cubic meters per day (in thousands),40,N/A,,Not Available,Competitive bidding,6,Veolia Environnement (.. / France),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2004,May,Beijing Tianzhu Wastewater Treatment Plant (Phase 1),,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shunyi District, Beijing Municipality",25,Local/Municipal,Not Available,,Not Available,,,2004,100,0,2.4,2.4,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,18,China Water Group Inc. (100% / China),Not Applicable,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2004,April,CGE Zunyi Water Treatment Company ,CGE Zun Yi Water Treatment Operation Company,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Zunyi, Guizhou Province ",35,Local/Municipal,Not Available,,Not Available,,,2004,70,18.3,5.7,24,Cubic meters per day (in thousands),199,N/A,,,Direct negotiation,,Veolia Environnement (70% / France),Not Applicable,N/A,No,No,,,N/A,Yes,No
